"Target","Source"
"tatendam82","2013boodicca"
"exetermed","evidsynthteam"
"gravity_v20","breaking24_7"
"aoecoin","melindazsori"
"casparkashkin","jeffreymadwisc"
"wands_headlines","weshouldbesolu1"
"exetermed","karenmattick"
"dadarkarchitect","amax1192"
"lotusoak2","amax1192"
"aoecoin","jenninemorgan"
"exetermed","drranj"
"fortrussnews","esq_marck"
"nilakshi0703","successfuel3"
"cllrdalton","garfielduk"
"fortrussnews","scottishnotbrit"
"exetermed","paedsdr"
"ltdscifai","justbementalist"
"pfizer_uk","dreamincupcakes"
"exetermed","sariqawagley"
"lotusoak2","royhull1"
"lotusoak2","andrewmorrisuk"
"21wire","cheryl48943188"
"21wire","darrenplymouth"
"21wire","paulo_pscott"
"21wire","paultraining"
"21wire","alexi_starr"
"21wire","quirkiebird"
"lastnailstandin","lastnailstandin"
"21wire","dtgk2hjkzwpjpen"
"21wire","krispascoe"
"21wire","holliegavin"
"21wire","skydancer59"
"","angelsarehere88"
"lotusoak2","derbygripe"
"lotusoak2","whitee11952009"
"21wire","owlsfanswfc"
"21wire","pishpishcat"
"wands_headlines","alcona23"
"21wire","richoneill282"
"hashemghaili","cindyannemunro"
"exetermed","quamasparagi"
"exetermed","doctorshaib"
"everestpharmacy","chorltontraders"
"21wire","sonny_days_"
"21wire","atamerarzu"
"21wire","suevernon10"
"lotusoak2","gino68b"
"casparkashkin","bloody_scandal"
"libertytarian","adeyspadey"
"lotusoak2","johnburdett20"
"beachmilk","qaiserjd786"
"lotusoak2","cathycathyfox"
"jdfarag","bethmosling3"
"thinkfree55","realwaynereilly"
"hayleyforrest88","trudyasher"
"lotusoak2","trudyasher"
"cllrdalton","johnaalogan"
"9newsnancy","alb347713"
"lotusoak2","airdriedsausage"
"exetermed","benngooch"
"casparkashkin","xroddas"
"lotusoak2","grmcken"
"briangpowell","andrewmorrisuk"
"lotusoak2","versewriter"
"eleoaquilini","konr83"
"lotusoak2","susieburnby"
"viku1111","thigmoo"
"viku1111","urbanshamen"
"viku1111","awilliamscomedy"
"lotusoak2","susieburnby"
"tornadonewslink","tornadonewslink"
"lotusoak2","andrewmorrisuk"
"wands_headlines","sandradelesalle"
"charlotcostume","jmlondonltd"
"casparkashkin","raveen_is_happy"
"drtessat","outerstace_"
"mcfunny","rosewind2007"
"chinadaily","xuetingni"
"gabri_ellaconti","globalhlthtwit"
"gabri_ellaconti","timcurtisart"
"noubarafeyan","rowan_uk"
"gabri_ellaconti","glib_spectacle"
"gabri_ellaconti","1maninstitute"
"gabri_ellaconti","imvotinglabour"
"gabri_ellaconti","amitd09"
"busydrt","_whatsoccurring"
"gabri_ellaconti","mickbrooks666"
"21wire","p3t3rmr0z"
"gabri_ellaconti","barbarahawkins8"
"or rashid buttar exposes the secret about the new #vaccine, this vaccine will change the human dna. #bbcqt #billgates #billgatesisevil #billgatesbioterrorist #forcedvaccinations #vaccines https","sweep_63"
"or rashid buttar exposes the secret about the new #vaccine, this vaccine will change the human dna. #bbcqt #billgates #billgatesisevil #billgatesbioterrorist #forcedvaccinations #vaccines https","sweep_63"
"lotusoak2","hillclime"
"exetermed","laurabramwell1"
"wayotworld","sweep_63"
"innvotec1986","network2099"
"gabri_ellaconti","fynn_marc"
"lotusoak2","a1word"
"alibeckzeck","sachikosato3"
"lotusoak2","agency4africa"
"coughetycough","coughetycough"
"lotusoak2","royhull1"
"gabri_ellaconti","profsarahcowley"
"busydrt","amayanicky"
"21wire","brian__mcgowan"
"21wire","graeme77182899"
"dollarvigilante","earths_a_plane"
"21wire","graham47201532"
"pharaoh_aten_","crazybutsafe"
"21wire","simonmccarthy4"
"21wire","pattyuk2000"
"21wire","briannacelegill"
"lotusoak2","joyousb90"
"prolife_arg","a1word"
"zeusfanhouse","theunsilentmaj3"
"lotusoak2","hillclime"
"leaveeu_now","barbara_jupp"
"libertytarian","dmmcarthur60"
"gabri_ellaconti","pindaaar"
"lotusoak2","royhull1"
"free_energy2016","craigshaw24"
"drharshvardhan","cnribnp"
"lotusoak2","kingzofoblivion"
"steveghostwords","johnaalogan"
"sweep_63","johnaalogan"
"futureghost14","johnaalogan"
"prolife_arg","versewriter"
"beachmilk","wolfiewilmot"
"busydrt","infobears"
"mixintelligence","66iot"
"clive_ballard","exevidsc"
"21wire","p3t3rmr0z"
"lotusoak2","myfreedomnews"
"gabri_ellaconti","readthinkwalk"
"richenergyceo","feistyukgarage"
"lotusoak2","cosmicslop12"
"successfuel3","ukslinkie"
"fortrussnews","wetwinter1"
"busydrt","soulwellness10"
"nosshnet","roshe51"
"fortrussnews","nickyc7475"
"gabri_ellaconti","esme_hornbeam"
"successfuel3","nickyc7475"
"_katieknight_","clareybearkane"
"fortrussnews","edwardgledhill5"
"_katieknight_","jeffylad"
"lotusoak2","stevies08101407"
"_katieknight_","franglaise71"
"stvsharon","nhsggc"
"stvsharon","stv_sarah"
"21wire","reggaecrisp1"
"21wire","broady53sharon"
"stvsharon","pharmacisthf"
"fortrussnews","chinupchubbly"
"richenergyceo","feistyukgarage"
"richenergyceo","plainva86760081"
"_katieknight_","cardiffnc"
"davidfurnessgb","davidfurnessgb"
"lotusoak2","claviclclavicl"
"lotusoak2","johnebrady86"
"fortrussnews","djsiri"
"lotusoak2","markvaccines"
"sapiofoxy","pauljoeconnolly"
"lotusoak2","markvaccines"
"lotusoak2","markvaccines"
"lotusoak2","markvaccines"
"fortrussnews","wokeanonq"
"21wire","johndjasper"
"lotusoak2","markvaccines"
"lotusoak2","markvaccines"
"successfuel3","wokeanonq"
"lotusoak2","markvaccines"
"getmygist","tonywillk"
"stvsharon","random_lv"
"lotusoak2","evelyneherbin"
"sapiofoxy","juandan"
"_katieknight_","keirshiels"
"covidliverpool","dph_mashton"
"sapiofoxy","fishpi314"
"imperialmed","acmedsci"
"drmahendrapatel","southasianhf"
"ifpma","drrebeccascipol"
"lotusoak2","samspruce"
"lotusoak2","samspruce"
"encephalitisava","benedictneuro"
"stvsharon","nhsresearchscot"
"kushagrasingla2","ic_ibz"
"_katieknight_","timothyedenrd"
"smombiegate","justweemary"
"21wire","l_bourhill"
"j0nnymac1","cjs80"
"matthew_hodson","citzgirl"
"lotusoak2","candtalan"
"exetermed","ridaebm"
"drnickeasom","geraldineaohara"
"j0nnymac1","david_m_carty"
"lotusoak2","lisamarie797"
"lotusoak2","chris022004"
"covidliverpool","liverpoolccg"
"intvetvaccnet","drprernavohra"
"covidliverpool","ypasliverpool"
"lotusoak2","bernardcope1"
"lotusoak2","maven1967"
"fortrussnews","jenninemorgan"
"j0nnymac1","glasgowcrf"
"careisthekey","deborah19952002"
"fortrussnews","iharding51"
"maria_papathan","futurehealthhub"
"drugtargetrev","hapa_uk"
"fortrussnews","jan85429176"
"drugtargetrev","hapa_uk"
"fortrussnews","davcol1"
"lshtm","psy_o8"
"drnickeasom","medicluke"
"richenergyceo","tandt_seo"
"gabri_ellaconti","hazelglasgow"
"maryamhenein","crazybutsafe"
"lshtm","ashtondrakehall"
"gabri_ellaconti","moridura"
"callsatantoday","securitymidland"
"lshtm","drjemmab"
"matthew_hodson","nlygo"
"ukfuel","hackedoff_voter"
"ukfuel","welshcelt"
"lshtm","camanpour"
"lshtm","uclpartners"
"kvwatchtay7","isdatroo"
"tatendam82","adbpatterson"
"lshtm","a76r"
"beachmilk","imchaffie"
"whizkid7","paul_cude"
"lshtm","jnewslondon"
"intvetvaccnet","sebi_livestock"
"lshtm","cbambara1"
"drmahendrapatel","kamleshkhunti"
"drmahendrapatel","drddawoud"
"whizkid7","marting8177"
"lotusoak2","johnburdett20"
"lotusoak2","johnburdett20"
"fortrussnews","fordmad77"
"careisthekey","karenbath3"
"callsatantoday","bluebell2201"
"glassmanamanda","devbod"
"magnumcaseum","whitee11952009"
"magnumcaseum","whitee11952009"
"magnumcaseum","whitee11952009"
"magnumcaseum","whitee11952009"
"fortrussnews","claire312005"
"beachmilk","mwengway72"
"gerundagula","manatrue"
"elleprovocateur","whitee11952009"
"delbigtree","jasspin1"
"lotusoak2","taolove43083017"
"lshtm","annade_2015"
"jdiviv","andrewmorrisuk"
"uclengineering","health_eng"
"beachmilk","m49826372"
"aoecoin","agency4africa"
"lotusoak2","johnsmi40793660"
"mobazzz","1950sjustice"
"lotusoak2","pxkdweezil"
"lotusoak2","agency4africa"
"lotusoak2","calderdaleagai1"
"curieuxexplorer","victoryabro"
"aoecoin","agency4africa"
"jdprenty","agency4africa"
"lshtm","donal_bisanzio"
"presscoreca","almostrick"
"aoecoin","jaygold09708393"
"fortrussnews","x68anish"
"lotusoak2","calderdaleagai1"
"drmahendrapatel","_a_y_a_h_"
"drnickeasom","rachelh67666342"
"kidsinpain","alitwy"
"lotusoak2","reeev0"
"lotusoak2","adbpatterson"
"aoecoin","jenninemorgan"
"tatendam82","adbpatterson"
"fortrussnews","olderbolder1"
"russplfc","rjh5578"
"21wire","seobelfastni"
"fortrussnews","seobelfastni"
"kvwatchtay7","redundantuk"
"designcymru","ascent1training"
"designcymru","ascent1training"
"pfizer_uk","lisaabbott62"
"bbcvickyjohnson","brianlavery59"
"epochchanger","cliggett11"
"kailightbringer","cliggett11"
"drnickeasom","frankvoncken"
"fortrussnews","ianande18537726"
"lshtm","foresightmc"
"lotusoak2","nicholasbyrne6"
"ing for #parents of #year8 students who have been offered the #hpv vaccine. it’s a 30 minute telephone interview about #vaccine #sideeffects. in return, children will receive a £15 amazon #voucher. see https","suniyaumar"
"fortrussnews","pick291"
"fortrussnews","pick291"
"uclengineering","haiyanwu7"
"cmaxinsight","yahyapatel"
"gates_cambridge","simprints"
"fortrussnews","nickyc7475"
"watchfulwatcher","celticnotorious"
"janegang","adrianomazzola"
"charlesweijer","maratslessarev"
"lotusoak2","johnjen27296901"
"suniyaumar","epr_hpru"
"mrhudsonisace","peaceonearth222"
"globaltimesnews","chinacgedi"
"imperialmed","consultimperial"
"drmahendrapatel","drmahendrapatel"
"drmahendrapatel","coolkiddo"
"drmahendrapatel","bmehaw"
"suniyaumar","hannahmossmhs"
"drcovid1","smithwinstona"
"edinburghcrf","nhs_lothian"
"drmahendrapatel","adewilliamsnhs"
"sdenegri","gailfdavies"
"drbuttar","johntho02622457"
"edinburghcrf","sandimum"
"lotusoak2","sarah69_sarah"
"drmahendrapatel","lbme_network"
"edinburghcrf","gmacscotland"
"edinburghcrf","alianderson65"
"sartoriusglobal","isciencewriter"
"lotusoak2","mabel19841"
"gates_cambridge","micrographiabio"
"fortrussnews","lisafrideborg"
"k_helca","charlotte3003g"
"alexmunter","stevenbromilow"
"lotusoak2","qoqanna"
"vetedx","rachelmalkani"
"drmahendrapatel","drmahendrapatel"
"educakescience","_vixxy_"
"crazylittletalk","mallyjoeberry"
"lotusoak2","johnburdett20"
"charlesweijer","crystalmackay"
"lotusoak2","earthjourneyuk"
"lotusoak2","johnburdett20"
"lotusoak2","andrewmorrisuk"
"fortrussnews","xkeepsmilinx"
"fortrussnews","xkeepsmilinx"
"dollarvigilante","joannew68022274"
"drcovid1","bluebell2201"
"deerbrian","franglaise71"
"edinburghcrf","alanajeff09"
"beachmilk","mickclifford5"
"edinburghcrf","hesterniven1"
"stvnews","rachelx789"
"drmahendrapatel","thebamegp"
"ngcwina_","ngcwina_"
"covidliverpool","mattbiagetti"
"lotusoak2","mikerestorer"
"fightthefakes","gcpoutbreak"
"braincoralmusic","martinbarr3"
"helenjdrew","joshforwood"
"charlotte3003g","jasspin1"
"medical_xpress","searchline03"
"alpharmaxim","apm_catrina"
"kushagrasingla2","murshed7866"
"frronconi","victoryabro"
"charlotte3003g","carldevitt"
"charlotte3003g","thedevonstg"
"fortrussnews","sofrup"
"richenergyceo","tandt_seo"
"successfuel3","gaz6959"
"gates_cambridge","camscience"
"sitsshow","truthsrealistic"
"charlotte3003g","thedevonstg"
"charlotte3003g","garfielduk"
"sitsshow","truthsrealistic"
"iamfrankbutcher","nedpamphilon"
"j0nnymac1","annetteholliday"
"edinburghcrf","adelinetanuk"
"lotusoak2","amax1192"
"lotusoak2","greyannvlas"
"english_poet","tangroy17"
"frequen15309040","binnsteryorkie"
"lotusoak2","weshouldbesolu1"
"lshtm","fransuave_"
"warriorofwoke","murphyguy2"
"iamfrankbutcher","richardwdean"
"iamfrankbutcher","holliegavin"
"charlotte3003g","cheryl48943188"
"iamfrankbutcher","lopiloo"
"dollarvigilante","virginiaharry"
"lotusoak2","royhull1"
"lotusoak2","basedbedfdshire"
"lotusoak2","amax1192"
"drnickeasom","kirstineeastick"
"lotusoak2","fihel"
"iamfrankbutcher","dequinceydr"
"lotusoak2","chris_moyler"
"speedking1103","vivdvapes"
"edinburghcrf","blythmark"
"lotusoak2","andrewmorrisuk"
"lotusoak2","andrewmorrisuk"
"60sfender","bloody_scandal"
"etweeetz","bloody_scandal"
"successfuel3","joannew68022274"
"mrhudsonisace","lindal16"
"jrobe88","theenglishright"
"mobazzz","sachikosato3"
"uclengineering","dnesbethucl"
"iamfrankbutcher","annadjinn"
"lotusoak2","tonytow78233280"
"lotusoak2","plane2thet"
"milkybombs7","nickyc7475"
"lotusoak2","plane2thet"
"iamfrankbutcher","edersonsarmy"
"iamfrankbutcher","iamfrankbutcher"
"iamfrankbutcher","iaincampbell008"
"beachmilk","curtisf13145306"
"richenergyceo","lovethetuff"
"stevemc98031102","fiona_mcardle"
"kentbuse","louise_sigfrid"
"edinburghcrf","philippahowgego"
"callsatantoday","jt_truth213"
"successfuel3","redpillmonster"
"patrioticprogr1","kimkat63536914"
"raveen_is_happy","raveen_is_happy"
"catrollo","catrollo"
"j0nnymac1","chrisseenan"
"scipublic","jbgouyon"
"iamfrankbutcher","johnaalogan"
"milkybombs7","johnaalogan"
"kentbuse","donal_bisanzio"
"j0nnymac1","ctheodoli"
"lotusoak2","stephen66572581"
"mikerestorer","mikerestorer"
"liv_rrn","mandyed76398806"
"scrappydoo68","hejaro14"
"j0nnymac1","claire_paters0n"
"21wire","mummygirl"
"lotusoak2","stephen66572581"
"kentbuse","yates_rob"
"mebottazzi","isntd_press"
"jama_current","sallyfereday"
"j0nnymac1","cazwill2"
"ukfuel","owlsfanswfc"
"ian_endtimes","nicolawitch"
"cathycathyfox","nicholasbyrne6"
"cathycathyfox","nicholasbyrne6"
"frequen15309040","rotoiti17"
"kentbuse","feminineupheave"
"edinburghcrf","gwotzerho"
"ian_endtimes","vacashton"
"successfuel3","valernox"
"successfuel3","srising2020"
"stevemc98031102","julietmacarthur"
"lotusoak2","cathycathyfox"
"lotusoak2","janet_cutts"
"iamfrankbutcher","nickyc7475"
"vaxyourfam","debjeff2003"
"lotusoak2","airdriedsausage"
"itsnotheory","joannew68022274"
"cdmakeupartist1","kathy40036059"
"pameladrew","wlswampcleaner"
"pameladrew","wlswampcleaner"
"gates_cambridge","juliafanli"
"21wire","amyldg81"
"itsnotheory","raveen_is_happy"
"animaldefenders","silver061066"
"animaldefenders","silver061066"
"21wire","spacettf"
"21wire","spacettf"
"shgovernment #rt sadly this extraordinary #sarscov2 virus is worse than our common cold in changing its ways. #vaccines wont help nor innate immunity. #lockdownextention is saving us but it can't go endlessly. what to do then? this article offers solution https","topmostshop"
"21wire","spacettf"
"21wire","yemennewstoday"
"drcovid1","deeupton57"
"fortrussnews","linda36758099"
"resist2exist313","momodebinho"
"maria_papathan","therbshankar"
"scrappydoo68","royhull1"
"scrappydoo68","norfolkinway"
"lotusoak2","sally26"
"edinburghcrf","dimdamask"
"aoecoin","agency4africa"
"tnitweet","davidjo481"
"albion_rover","markroba1"
"darko1960","tanya16109"
"profasifahmed","ppieglobal"
"iamfrankbutcher","bm1367578528"
"malaysianhc","dramalinabakri"
"tatendam82","hillclime"
"fortrussnews","louisebentley10"
"lotusoak2","hillclime"
"khadeejaa76","azuhs_a"
"lotusoak2","cathycathyfox"
"busydrt","kaz1903"
"lotusoak2","agency4africa"
"callsatantoday","jayne00956096"
"busydrt","b12_debbie"
"ukfuel","johnaalogan"
"iamfrankbutcher","p3t3rmr0z"
"lotusoak2","goneinawhisper"
"ghs","dee45490051"
"tatendam82","adbpatterson"
"busydrt","bloody_scandal"
"lotusoak2","adbpatterson"
"busydrt","yackbutter"
"lotusoak2","albion_rover"
"maryamhenein","honeycolony"
"lotusoak2","kingzofoblivion"
"lotusoak2","prancinghound"
"lotusoak2","prancinghound"
"mehreenzahra","aneelakhan1"
"mehreenzahra","imumairk"
"busydrt","phiyaatv"
"drnickeasom","nickyrudland"
"becountedtoday","becountedtoday"
"thinkfree55","hostadparty"
"lotusoak2","leedslovingdaz"
"lotusoak2","leedslovingdaz"
"lotusoak2","warekatielamb01"
"fortrussnews","djsiri"
"busydrt","plane2thet"
"aoecoin","melindazsori"
"aoecoin","melindazsori"
"viku1111","keithwmacdonal1"
"busydrt","mills16dean"
"busydrt","mills16dean"
"medical_xpress","europefife"
"gates_cambridge","samirkhan0xy0"
"johntitor33621","pettyconnal"
"johntitor33621","pettyconnal"
"fortrussnews","cheryl48943188"
"medical_xpress","frankmueller101"
"drnickeasom","jates12"
"medical_xpress","jymbudd"
"beachmilk","nickyc7475"
"busydrt","bristolbeing"
"busydrt","plane2thet"
"busydrt","lyn50694091"
"cylpoon1","mark_d_kilby"
"spartan333","msrightmsright"
"callsatantoday","jt_truth213"
"busydrt","plane2thet"
"lotusoak2","missingsnowman"
"callsatantoday","carolinecreator"
"lotusoak2","leedearden3"
"cdmakeupartist1","markvaccines"
"successfuel3","imchaffie"
"lshtm","maddiearaujo"
"sapiofoxy","__i____am____"
"callsatantoday","jt_truth213"
"callsatantoday","sonny_days_"
"callsatantoday","jt_truth213"
"callsatantoday","jt_truth213"
"sapiofoxy","warasada1"
"busydrt","davidfe45001103"
"sapiofoxy","owlsfanswfc"
"sapiofoxy","steely927"
"lotusoak2","hillclime"
"lotusoak2","johnwil15033691"
"callsatantoday","bee42681881"
"oracleresearch","hpcchris"
"busydrt","nenlenn"
"drmahendrapatel","belgravecommnhw"
"lotusoak2","leahbutlersmith"
"lotusoak2","leahbutlersmith"
"lotusoak2","plane2thet"
"sapiofoxy","stellit50802505"
"sapiofoxy","xxbulldog66xx"
"sapiofoxy","gameroabi"
"busydrt","hackedoff_voter"
"fortrussnews","svenradio"
"iamfrankbutcher","owlsfanswfc"
"busydrt","mattpurple2"
"gwotzerho","edinburghcrf"
"beachmilk","qaiserjd786"
"qblueskyq","garyslatter45"
"catalentpharma","mrgordhan"
"alicetweet123","jaki_moffat"
"lotusoak2","hillclime"
"busydrt","mattpurple2"
"lotusoak2","agency4africa"
"lotusoak2","grmcken"
"aoecoin","agency4africa"
"lshtm","annieghoward"
"aoecoin","agency4africa"
"busydrt","plane2thet"
"sapiofoxy","paulza1980"
"sapiofoxy","jajpositivo"
"sapiofoxy","kevinma17258201"
"lotusoak2","patriot7uk"
"beachmilk","catparkinson1"
"lotusoak2","nicky67748488"
"chinascience","raennnbow"
"nfanget","nfanget"
"chinascience","raennnbow"
"nfanget","nfanget"
"edinburghcrf","jfantonelli"
"fortrussnews","dwilliam9940"
"fortrussnews","cathycathyfox"
"sapiofoxy","dimitrisjohnso2"
"fortrussnews","joeom4"
"lotusoak2","wwg1wga_17_45"
"lotusoak2","calderdaleagai1"
"callsatantoday","tornadonewslink"
"jenny87797866","kindamuslim"
"lotusoak2","reeev0"
"chinascience","marsdinon"
"lotusoak2","calderdaleagai1"
"lotusoak2","debbieg13720070"
"busydrt","vinnydemiceli"
"kentbuse","reginakeith1"
"fortrussnews","samlittlebear"
"callsatantoday","whitee11952009"
"busydrt","lyn50694091"
"callsatantoday","stevemcgill52"
"lotusoak2","sonnagenie"
"sapiofoxy","futurefractured"
"sapiofoxy","urbanshamen"
"sapiofoxy","samlittlebear"
"sapiofoxy","vicdawn9"
"fitzinfo","karadja_rou"
"kentbuse","aidsportal"
"lotusoak2","keithba24613451"
"sapiofoxy","juandan"
"resist2exist313","daviesneil275"
"catrollo","catrollo"
"sapiofoxy","rhp859"
"gwotzerho","fiona_mcardle"
"callsatantoday","muffyhicks"
"ibilola_amao","ibilola_amao"
"sapiofoxy","craigshaw24"
"crohnsvaccine","liz_hanbury"
"lotusoak2","greyannvlas"
"fortrussnews","cheryl48943188"
"ifpma","chrisw_pharmag"
"frankymacdonald","chrissym234"
"busydrt","whitee11952009"
"berniespofforth","patrobins40"
"jtao98","limskew"
"berniespofforth","peteaustin6"
"berniespofforth","tristandawson"
"berniespofforth","helenhims"
"berniespofforth","tellingitstr8"
"busydrt","johnmappin"
"matthiasuk","paulamulvenna"
"busydrt","jt_truth213"
"etweeetz","jt_truth213"
"sapiofoxy","pedropan1710"
"v_4_vendatta","signs_by_post"
"v_4_vendatta","signs_by_post"
"v_4_vendatta","signs_by_post"
"berniespofforth","heyesy3237"
"berniespofforth","harrythebigdog"
"berniespofforth","jugglingjelly"
"berniespofforth","penelope2996"
"lotusoak2","chris022004"
"leighharvey612","theredp04775236"
"berniespofforth","martinjdwareham"
"globaltimesnews","limskew"
"beachmilk","honda_xrunner"
"sapiofoxy","johnjen27296901"
"sapiofoxy","dean131j"
"flyingstocksman","a_tethys"
"beachmilk","longboarder_uk"
"busydrt","paulscotland5"
"berniespofforth","igmaiden"
"beachmilk","robin_hagues"
"beachmilk","itisi_00"
"oxfordvacgroup","vaccineuk"
"oxfordvacgroup","sandeepsoni_999"
"callsatantoday","jt_truth213"
"successfuel3","lauraloquacious"
"eyesonq","andrewmorrisuk"
"busydrt","davidfe45001103"
"lotusoak2","entelechyinc"
"sapiofoxy","love_britannia"
"callsatantoday","wwg1wgauk"
"callsatantoday","theredp04775236"
"drnickeasom","juliamizon"
"andrewrose11","andrewrose11"
"sapiofoxy","wlunarose"
"berniespofforth","avonandsomerrob"
"lotusoak2","andrewmorrisuk"
"berniespofforth","b81gb"
"lotusoak2","my90dayfatloss"
"lotusoak2","greyannvlas"
"lotusoak2","svearwig"
"lotusoak2","svearwig"
"andrewrose11","globaljusticeuk"
"lotusoak2","andrewmorrisuk"
"sitsshow","dimisergakis"
"lotusoak2","paulo_pscott"
"sapiofoxy","777nicky"
"andrewrose11","jnewslondon"
"lotusoak2","johnburdett20"
"lotusoak2","waspcontrolsw"
"alibeckzeck","anonymouslynic"
"evakatrina","afshinrattansi"
"lotusoak2","keithwmacdonal1"
"lotusoak2","mikerestorer"
"lotusoak2","mikerestorer"
"evankirstel","weareatmosphere"
"successfuel3","kevinma17258201"
"beachmilk","apascoe33"
"sapiofoxy","berniclrk"
"busydrt","smythjimmy"
"sapiofoxy","norther96817298"
"lotusoak2","stephen66572581"
"kadajoza","forza_fergie"
"garyschwitzer","yorklawlondon"
"lotusoak2","cathycathyfox"
"realmaddadmaga","angelapower7"
"successfuel3","adeyspadey"
"busydrt","sean_r_13"
"busydrt","scanova"
"successfuel3","sungazer96"
"kirstyledoare","aawitney"
"lotusoak2","jamesfearon10"
"lotusoak2","jamesfearon10"
"covidliverpool","matheravesurg"
"lotusoak2","kosheen18"
"lotusoak2","plane2thet"
"sapiofoxy","carbongate"
"kadajoza","theunsilentmaj3"
"lotusoak2","andrewmorrisuk"
"lotusoak2","jaygold09708393"
"lotusoak2","jaygold09708393"
"lotusoak2","maven1967"
"busydrt","drharris88"
"sapiofoxy","jackiep88697686"
"fritz8r","cathycathyfox"
"sapiofoxy","leemountste"
"thelfshow","joaniegentian"
"brandano_laura","drrichjlaw"
"sapiofoxy","carole_mainey"
"kadajoza","ex_sm3"
"raveen_is_happy","raveen_is_happy"
"raveen_is_happy","raveen_is_happy"
"sapiofoxy","wogdenpaul"
"lotusoak2","whitetimer3"
"julianiswithus","charlotte3003g"
"lotusoak2","jaygold09708393"
"lotusoak2","andrewmorrisuk"
"lotusoak2","andrewmorrisuk"
"beachmilk","msanujohanna"
"lotusoak2","adsvel"
"laurie_garrett","geoff_mcgivern"
"jantregelles","johnybrown14"
"drbalsamahmad","davidashprice"
"snccla","royhull1"
"kushagrasingla2","omario_ali"
"drbalsamahmad","alvaburke"
"cloudnician","justbementalist"
"oxfordvacgroup","medeamydear"
"roosgartner","gdprai"
"successfuel3","badevildick"
"successfuel3","zeropoint618"
"successfuel3","drasticstate"
"lotusoak2","amax1192"
"lotusoak2","bestiariumneo"
"lotusoak2","yo2kris"
"lotusoak2","andrewmorrisuk"
"21wire","peaceonearth222"
"berniespofforth","trudyasher"
"21wire","peaceonearth222"
"lotusoak2","amax1192"
"lotusoak2","andrewmorrisuk"
"successfuel3","eylesgeoff"
"lotusoak2","up_the_empire"
"fortrussnews","cheryl48943188"
"lotusoak2","johnburdett20"
"fortrussnews","nosmond121"
"busydrt","ayeshasyasin"
"doctor_q_","thedeadmediums"
"csthetruth","imchaffie"
"lotusoak2","hkrishnag"
"laurie_garrett","danaiolos"
"lotusoak2","margare25683010"
"lotusoak2","cathycathyfox"
"iambiotech","tony_biotech"
"successfuel3","tornadonewslink"
"kadajoza","aspybrian"
"gemmaod1","mummygirl"
"laurie_garrett","ibilola_amao"
"epochchanger","ibilola_amao"
"alibeckzeck","ibilola_amao"
"lotusoak2","owlsfanswfc"
"moderna_tx","ibilola_amao"
"doctor_q_","ibilola_amao"
"libertytarian","ibilola_amao"
"gemmaod1","turandot2016"
"lotusoak2","royhull1"
"gemmaod1","richlin11a"
"lotusoak2","mumtriesherbest"
"qclues","biker_freedom"
"berniespofforth","colinmcl1"
"iamfrankbutcher","peaceonearth222"
"21wire","peaceonearth222"
"gemmaod1","cathycathyfox"
"gemmaod1","owlsfanswfc"
"lotusoak2","kathy40036059"
"ialm_com_kw","cathycathyfox"
"liamschubel","greyannvlas"
"gemmaod1","nicholasbyrne6"
"gemmaod1","wiltsmoviefan"
"gemmaod1","cristin3518"
"gemmaod1","biker_freedom"
"civicscience","justbementalist"
"lotusoak2","ampersza"
"successfuel3","edwardgledhill5"
"successfuel3","edwardgledhill5"
"callsatantoday","greyannvlas"
"gemmaod1","eileenbuck13"
"lotusoak2","cotteetom"
"gemmaod1","glidingman27"
"lotusoak2","hillclime"
"gemmaod1","iain528"
"successfuel3","katecar84611017"
"jasminewwg1wga","nydd64"
"successfuel3","katecar84611017"
"lotusoak2","royhull1"
"ibilola_amao","ibilola_amao"
"mistastaypuft","mistastaypuft"
"busydrt","rcbltn"
"ialm_com_kw","royhull1"
"lotusoak2","johnburdett20"
"sapiofoxy","reidalot2"
"s_ordibehesht","s_ordibehesht"
"lotusoak2","bestiariumneo"
"chidambara09","gott_james"
"lotusoak2","agobsmack"
"lotusoak2","blackamyblack"
"successfuel3","whywhocares2"
"successfuel3","kazpsychic2"
"successfuel3","whywhocares2"
"successfuel3","kazpsychic2"
"kazzystevens","kazzystevens"
"successfuel3","whywhocares2"
"hotpage_news","josiejo127"
"successfuel3","kazzystevens"
"successfuel3","kazpsychic2"
"laurie_garrett","sallyfereday"
"successfuel3","kazpsychic2"
"gemmaod1","spikey9990_1"
"successfuel3","jaygold09708393"
"gemmaod1","chrissym234"
"gemmaod1","gilmertoncfc"
"successfuel3","rockyrose"
"berniespofforth","sspectress"
"csthetruth","bloody_scandal"
"drnickeasom","teamedhull"
"lotusoak2","maxmedieval"
"magnumcaseum","whitee11952009"
"magnumcaseum","whitee11952009"
"epochchanger","traxtrax123"
"jeremyrhammond","decent_doge"
"lotusoak2","hillclime"
"sapiofoxy","suzanne79079523"
"ibilola_amao","ibilola_amao"
"busydrt","outerstace_"
"ibilola_amao","ibilola_amao"
"successfuel3","2thes2_11_12"
"successfuel3","2thes2_11_12"
"ibilola_amao","ibilola_amao"
"ibilola_amao","ibilola_amao"
"busydrt","honeycolony"
"beachmilk","sam58770710"
"artaxis","giletsjaunesuk"
"johntitor33621","lavanazee"
"johntitor33621","shadowickuk"
"gemmaod1","rotoiti17"
"lotusoak2","kindamuslim"
"ian_endtimes","mapad1888"
